changeset,uid,timestamp,version,user,id
33650495,436419,2015-08-28T18:51:28Z,24,wvdp,4896447
14220729,55774,2012-12-10T00:45:46Z,5,nmixter,4896517
33557573,436419,2015-08-24T20:45:00Z,8,wvdp,4896904
11416333,437598,2012-04-25T16:00:42Z,8,dmgroom_ct,4897261
54775519,1707766,2017-12-20T03:04:39Z,19,Christine_E,4897396
24670880,1519895,2014-08-11T06:57:04Z,12,GwennDragon,4897412
11162466,262151,2012-03-31T06:22:59Z,12,ToeBee,4897626
49325342,1330847,2017-06-07T06:26:22Z,3,TheDutchMan13,7698976
49325342,1330847,2017-06-07T06:26:23Z,3,TheDutchMan13,7698997
49325342,1330847,2017-06-07T06:26:23Z,3,TheDutchMan13,7699008
30142639,1836535,2015-04-11T13:37:09Z,5,GITNE,7699019
49662337,5677293,2017-06-19T09:57:45Z,30,bhavana naga,7699024
481056,7168,2007-09-21T08:08:20Z,1,DaveHansenTiger,7699029
481056,7168,2007-09-21T08:08:27Z,1,DaveHansenTiger,7699034
52943740,97431,2017-10-15T00:47:51Z,4,Dion Dock,7699047
481056,7168,2007-09-21T08:08:34Z,1,DaveHansenTiger,7699049
481056,7168,2007-09-21T08:08:34Z,1,DaveHansenTiger,7699051
481056,7168,2007-09-21T08:08:34Z,1,DaveHansenTiger,7699053
481056,7168,2007-09-21T08:08:35Z,1,DaveHansenTiger,7699055
481056,7168,2007-09-21T08:08:41Z,1,DaveHansenTiger,7699072
481056,7168,2007-09-21T08:09:39Z,1,DaveHansenTiger,7699206
50062499,1829683,2017-07-05T15:53:15Z,2,Luis36995,7699238
481056,7168,2007-09-21T08:10:31Z,1,DaveHansenTiger,7699327
481056,7168,2007-09-21T08:10:32Z,1,DaveHansenTiger,7699332
481056,7168,2007-09-21T08:10:34Z,1,DaveHansenTiger,7699336
21692132,597941,2014-04-14T18:29:09Z,4,JeffM8,7699343
481056,7168,2007-09-21T08:10:38Z,1,DaveHansenTiger,7699351
26620829,402624,2014-11-07T18:04:03Z,4,bdiscoe,7699367
29164588,436419,2015-02-28T20:19:56Z,3,wvdp,7699455
481056,7168,2007-09-21T08:11:12Z,1,DaveHansenTiger,7699458
33557573,436419,2015-08-24T20:44:55Z,2,wvdp,7699488
481056,7168,2007-09-21T08:11:18Z,1,DaveHansenTiger,7699489
481056,7168,2007-09-21T08:11:49Z,1,DaveHansenTiger,7699576
44743806,599469,2016-12-28T23:48:51Z,2,daganzdaanda,7699613
1270522,46789,2009-05-21T02:30:04Z,4,jraller,7699627
481056,7168,2007-09-21T08:12:10Z,1,DaveHansenTiger,7699635
24052157,2012449,2014-07-09T19:52:22Z,7,Dami_Tn,7699808
481056,7168,2007-09-21T08:13:54Z,1,DaveHansenTiger,7699821
123575,24452,2008-10-07T08:53:52Z,3,Speight,7699862
21214887,1110270,2014-03-20T18:27:33Z,2,afdreher,7699878
139488,73263,2009-02-04T02:42:51Z,2,coyotebush,7699883
481056,7168,2007-09-21T08:15:02Z,1,DaveHansenTiger,7699947
26704922,402624,2014-11-11T07:57:59Z,2,bdiscoe,7699950
481056,7168,2007-09-21T08:15:07Z,1,DaveHansenTiger,7699963
481056,7168,2007-09-21T08:15:09Z,1,DaveHansenTiger,7699971
1777307,24452,2009-07-09T01:39:06Z,2,Speight,7699977
481056,7168,2007-09-21T08:15:24Z,1,DaveHansenTiger,7700010
26880097,86565,2014-11-19T06:08:40Z,2,ricomundy,7700012
481056,7168,2007-09-21T08:15:27Z,1,DaveHansenTiger,7700015
481056,7168,2007-09-21T08:16:16Z,1,DaveHansenTiger,7700110
25968908,436419,2014-10-09T19:55:48Z,2,wvdp,7700132
53789916,86565,2017-11-15T03:43:02Z,2,ricomundy,7700218
481056,7168,2007-09-21T08:16:59Z,1,DaveHansenTiger,7700229
123575,24452,2008-10-07T09:50:40Z,2,Speight,7700314
481056,7168,2007-09-21T08:17:48Z,1,DaveHansenTiger,7700320
481056,7168,2007-09-21T08:17:50Z,1,DaveHansenTiger,7700332
481056,7168,2007-09-21T08:17:52Z,1,DaveHansenTiger,7700342
481056,7168,2007-09-21T08:17:53Z,1,DaveHansenTiger,7700347
481056,7168,2007-09-21T08:17:56Z,1,DaveHansenTiger,7700361
481056,7168,2007-09-21T08:18:29Z,1,DaveHansenTiger,7700445
481056,7168,2007-09-21T08:19:09Z,1,DaveHansenTiger,7700544
49689252,4647004,2017-06-20T10:21:43Z,2,Bhojaraj,7700548
481056,7168,2007-09-21T08:19:10Z,1,DaveHansenTiger,7700554
481056,7168,2007-09-21T08:19:11Z,1,DaveHansenTiger,7700556
481056,7168,2007-09-21T08:19:12Z,1,DaveHansenTiger,7700558
27082014,115918,2014-11-28T04:49:51Z,2,Timothy Smith,7700568
21333910,1110270,2014-03-26T21:59:15Z,2,afdreher,7700739
21333910,1110270,2014-03-26T21:59:14Z,2,afdreher,7700740
21333910,1110270,2014-03-26T21:59:15Z,2,afdreher,7700742
53134444,236129,2017-10-21T17:58:43Z,17,Z440,7700762
481056,7168,2007-09-21T08:21:06Z,1,DaveHansenTiger,7700767
481056,7168,2007-09-21T08:21:07Z,1,DaveHansenTiger,7700770
481056,7168,2007-09-21T08:21:08Z,1,DaveHansenTiger,7700774
481056,7168,2007-09-21T08:21:10Z,1,DaveHansenTiger,7700784
775406,86565,2009-01-11T00:54:17Z,2,ricomundy,7700859
52943214,97431,2017-10-15T00:12:17Z,2,Dion Dock,7700887
13538921,207745,2012-10-18T00:54:01Z,11,NE2,7700931
13538921,207745,2012-10-18T00:54:22Z,10,NE2,7700968
481056,7168,2007-09-21T08:23:04Z,1,DaveHansenTiger,7700998
481056,7168,2007-09-21T08:23:05Z,1,DaveHansenTiger,7701003
123575,24452,2008-10-07T09:40:26Z,2,Speight,7701046
481056,7168,2007-09-21T08:23:30Z,1,DaveHansenTiger,7701052
481056,7168,2007-09-21T08:23:32Z,1,DaveHansenTiger,7701055
481056,7168,2007-09-21T08:23:34Z,1,DaveHansenTiger,7701062
481056,7168,2007-09-21T08:23:43Z,1,DaveHansenTiger,7701080
481056,7168,2007-09-21T08:23:44Z,1,DaveHansenTiger,7701084
481056,7168,2007-09-21T08:23:51Z,1,DaveHansenTiger,7701099
481056,7168,2007-09-21T08:24:09Z,1,DaveHansenTiger,7701126
20990404,28775,2014-03-08T17:03:37Z,2,StellanL,7701129
639932,24452,2009-02-23T10:52:01Z,2,Speight,7701172
1121618,24452,2009-05-08T21:35:34Z,4,Speight,7701217
1121618,24452,2009-05-08T21:34:31Z,2,Speight,7701218
1121618,24452,2009-05-08T21:34:08Z,2,Speight,7701225
481056,7168,2007-09-21T08:24:53Z,1,DaveHansenTiger,7701269
481056,7168,2007-09-21T08:25:04Z,1,DaveHansenTiger,7701313
7151515,24452,2011-02-01T04:34:23Z,6,Speight,7701350
481056,7168,2007-09-21T08:25:44Z,1,DaveHansenTiger,7701354
21486333,91499,2014-04-03T23:50:14Z,9,paulmach,7701362
27297305,115918,2014-12-06T19:24:46Z,2,Timothy Smith,7701404
27297305,115918,2014-12-06T19:24:46Z,2,Timothy Smith,7701407
23870780,671338,2014-07-03T19:12:22Z,2,PDelahanty,7701411
23870780,671338,2014-07-03T19:12:22Z,2,PDelahanty,7701413
481056,7168,2007-09-21T08:26:50Z,1,DaveHansenTiger,7701483
7151515,24452,2011-02-01T04:36:26Z,2,Speight,7701587
481056,7168,2007-09-21T08:28:38Z,1,DaveHansenTiger,7701623
24214046,671338,2014-07-18T06:06:58Z,2,PDelahanty,7701636
654809,24452,2009-02-24T07:03:00Z,2,Speight,7701655
52876579,97431,2017-10-13T04:00:23Z,3,Dion Dock,7701659
54775742,1707766,2017-12-20T03:33:12Z,4,Christine_E,7701664
24052157,2012449,2014-07-09T19:52:23Z,9,Dami_Tn,7701666
6696566,5735,2010-12-18T15:56:04Z,2,ColinMarquardt,7701669
481056,7168,2007-09-21T08:29:07Z,1,DaveHansenTiger,7701682
17028713,67236,2013-07-20T21:07:38Z,2,jfire,7701683
123575,24452,2008-10-07T07:54:19Z,2,Speight,7701685
481056,7168,2007-09-21T08:29:15Z,1,DaveHansenTiger,7701694
52943740,97431,2017-10-15T00:47:52Z,3,Dion Dock,7701697
481056,7168,2007-09-21T08:29:27Z,1,DaveHansenTiger,7701714
52943740,97431,2017-10-15T00:47:52Z,2,Dion Dock,7701715
44716681,2601744,2016-12-27T21:47:00Z,2,sctrojan79,7701718
44716681,2601744,2016-12-27T21:47:00Z,2,sctrojan79,7701721
45120415,4337895,2017-01-12T23:48:28Z,4,granpueblo,7701776
25968908,436419,2014-10-09T19:55:46Z,2,wvdp,7701777
45120415,4337895,2017-01-12T23:48:28Z,3,granpueblo,7701791
25968908,436419,2014-10-09T19:55:50Z,2,wvdp,7701801
481056,7168,2007-09-21T08:30:30Z,1,DaveHansenTiger,7701810
481056,7168,2007-09-21T08:30:31Z,1,DaveHansenTiger,7701812
44433248,135163,2016-12-15T21:18:40Z,5,MikeN,7701884
44433248,135163,2016-12-15T21:18:40Z,3,MikeN,7701889
49689252,4647004,2017-06-20T10:21:43Z,2,Bhojaraj,7701896
481056,7168,2007-09-21T08:31:04Z,1,DaveHansenTiger,7701898
49689252,4647004,2017-06-20T10:21:43Z,2,Bhojaraj,7701909
654809,24452,2009-02-24T07:05:43Z,2,Speight,7701911
1322047,46789,2009-05-26T04:02:04Z,2,jraller,7701913
7151515,24452,2011-02-01T04:26:22Z,2,Speight,7701920
481056,7168,2007-09-21T08:31:22Z,1,DaveHansenTiger,7701941
481056,7168,2007-09-21T08:31:22Z,1,DaveHansenTiger,7701943
481056,7168,2007-09-21T08:31:22Z,1,DaveHansenTiger,7701944
49689252,4647004,2017-06-20T10:21:43Z,2,Bhojaraj,7701959
481056,7168,2007-09-21T08:31:26Z,1,DaveHansenTiger,7701961
123575,24452,2008-10-07T08:55:05Z,2,Speight,7701989
27296842,115918,2014-12-06T18:59:30Z,2,Timothy Smith,7702016
27296842,115918,2014-12-06T18:59:30Z,2,Timothy Smith,7702017
481056,7168,2007-09-21T08:31:50Z,1,DaveHansenTiger,7702026
481056,7168,2007-09-21T08:32:06Z,1,DaveHansenTiger,7702056
481056,7168,2007-09-21T08:32:19Z,1,DaveHansenTiger,7702077
24129277,671338,2014-07-13T21:13:05Z,2,PDelahanty,7702105
481056,7168,2007-09-21T08:32:45Z,1,DaveHansenTiger,7702119
27172504,115918,2014-12-02T06:57:33Z,2,Timothy Smith,7702123
481056,7168,2007-09-21T08:32:47Z,1,DaveHansenTiger,7702124
17679731,1376118,2013-09-04T22:57:32Z,2,ChrisZontine,7702130
27297305,115918,2014-12-06T19:24:47Z,2,Timothy Smith,7702228
27297305,115918,2014-12-06T19:24:47Z,2,Timothy Smith,7702230
13717659,232126,2012-11-02T02:17:52Z,4,RetiredInNH,7702234
52943740,97431,2017-10-15T00:47:51Z,2,Dion Dock,7702283
52943740,97431,2017-10-15T00:47:50Z,2,Dion Dock,7702288
481056,7168,2007-09-21T08:35:47Z,1,DaveHansenTiger,7702436
481056,7168,2007-09-21T08:36:47Z,1,DaveHansenTiger,7702537
123575,24452,2008-10-07T08:54:01Z,2,Speight,7702655
481056,7168,2007-09-21T08:37:43Z,1,DaveHansenTiger,7702659
49714983,5677293,2017-06-21T09:18:15Z,9,bhavana naga,7702679
24052157,2012449,2014-07-09T19:52:20Z,12,Dami_Tn,7702682
49660751,5677293,2017-06-19T08:49:11Z,4,bhavana naga,7702704
481056,7168,2007-09-21T08:38:00Z,1,DaveHansenTiger,7702707
481056,7168,2007-09-21T08:38:22Z,1,DaveHansenTiger,7702754
481056,7168,2007-09-21T08:38:22Z,1,DaveHansenTiger,7702755
481056,7168,2007-09-21T08:38:27Z,1,DaveHansenTiger,7702769
481056,7168,2007-09-21T08:38:35Z,1,DaveHansenTiger,7702794
481056,7168,2007-09-21T08:38:38Z,1,DaveHansenTiger,7702798
481056,7168,2007-09-21T08:39:02Z,1,DaveHansenTiger,7702833
481056,7168,2007-09-21T08:39:18Z,1,DaveHansenTiger,7702844
481056,7168,2007-09-21T08:39:38Z,1,DaveHansenTiger,7702862
481056,7168,2007-09-21T08:39:45Z,1,DaveHansenTiger,7702867
481056,7168,2007-09-21T08:40:09Z,1,DaveHansenTiger,7702885
53827080,86565,2017-11-16T02:53:02Z,6,ricomundy,7702887
481056,7168,2007-09-21T08:40:13Z,1,DaveHansenTiger,7702889
481056,7168,2007-09-21T08:40:14Z,1,DaveHansenTiger,7702890
481056,7168,2007-09-21T08:41:29Z,1,DaveHansenTiger,7702928
49716377,5677293,2017-06-21T10:22:21Z,5,bhavana naga,7702934
481056,7168,2007-09-21T08:41:52Z,1,DaveHansenTiger,7702947
481056,7168,2007-09-21T08:41:58Z,1,DaveHansenTiger,7702954
29183575,436419,2015-03-01T18:45:44Z,2,wvdp,7702963
27082014,115918,2014-11-28T04:49:51Z,2,Timothy Smith,7702969
481056,7168,2007-09-21T08:42:16Z,1,DaveHansenTiger,7702974
481056,7168,2007-09-21T08:42:26Z,1,DaveHansenTiger,7702980
481056,7168,2007-09-21T08:42:28Z,1,DaveHansenTiger,7702981
481056,7168,2007-09-21T08:43:33Z,1,DaveHansenTiger,7703040
481056,7168,2007-09-21T08:43:34Z,1,DaveHansenTiger,7703042
481056,7168,2007-09-21T08:43:38Z,1,DaveHansenTiger,7703054
50005460,5659851,2017-07-03T10:49:55Z,7,marthaleena,7703064
27296573,115918,2014-12-06T18:44:58Z,2,Timothy Smith,7703086
481581,7168,2007-09-21T08:44:01Z,1,DaveHansenTiger,7703090
481581,7168,2007-09-21T08:44:40Z,1,DaveHansenTiger,7703129
481581,7168,2007-09-21T08:45:26Z,1,DaveHansenTiger,7703181
123575,24452,2008-10-07T09:28:21Z,2,Speight,7703258
7151515,24452,2011-02-01T04:46:48Z,4,Speight,7703260
481581,7168,2007-09-21T08:46:56Z,1,DaveHansenTiger,7703261
7151515,24452,2011-02-01T04:46:21Z,2,Speight,7703263
7151515,24452,2011-02-01T05:02:05Z,5,Speight,7703266
481581,7168,2007-09-21T08:46:58Z,1,DaveHansenTiger,7703267
481581,7168,2007-09-21T08:46:58Z,1,DaveHansenTiger,7703268
481581,7168,2007-09-21T08:47:15Z,1,DaveHansenTiger,7703284
481581,7168,2007-09-21T08:47:17Z,1,DaveHansenTiger,7703286
49744757,5659851,2017-06-22T11:55:11Z,2,marthaleena,7703322
654809,24452,2009-02-24T07:07:22Z,2,Speight,7703334
481581,7168,2007-09-21T08:47:58Z,1,DaveHansenTiger,7703335
27296842,115918,2014-12-06T18:59:30Z,2,Timothy Smith,7703348
481581,7168,2007-09-21T08:48:09Z,1,DaveHansenTiger,7703357
481581,7168,2007-09-21T08:48:10Z,1,DaveHansenTiger,7703360
481581,7168,2007-09-21T08:48:11Z,1,DaveHansenTiger,7703362
481581,7168,2007-09-21T08:48:20Z,1,DaveHansenTiger,7703383
639932,24452,2009-02-23T10:45:40Z,2,Speight,7703385
49744838,5659851,2017-06-22T11:58:23Z,8,marthaleena,7703437
481581,7168,2007-09-21T08:50:18Z,1,DaveHansenTiger,7703509
34155004,2847988,2015-09-21T07:21:00Z,2,jinalfoflia,7703510
481581,7168,2007-09-21T08:50:22Z,1,DaveHansenTiger,7703521
481581,7168,2007-09-21T08:50:26Z,1,DaveHansenTiger,7703528
49744308,5659851,2017-06-22T11:35:01Z,9,marthaleena,7703559
49689252,4647004,2017-06-20T10:21:43Z,2,Bhojaraj,7703565
481581,7168,2007-09-21T08:50:56Z,1,DaveHansenTiger,7703567
49717418,5677293,2017-06-21T11:02:55Z,4,bhavana naga,7703572
481581,7168,2007-09-21T08:51:05Z,1,DaveHansenTiger,7703580
481581,7168,2007-09-21T08:51:22Z,1,DaveHansenTiger,7703610
481581,7168,2007-09-21T08:51:22Z,1,DaveHansenTiger,7703612
22212246,115918,2014-05-08T16:01:10Z,2,Timothy Smith,7703617
481581,7168,2007-09-21T08:51:28Z,1,DaveHansenTiger,7703620
51959030,86565,2017-09-12T02:55:06Z,3,ricomundy,7703621
481581,7168,2007-09-21T08:51:30Z,1,DaveHansenTiger,7703624
481581,7168,2007-09-21T08:51:30Z,1,DaveHansenTiger,7703626
481581,7168,2007-09-21T08:51:34Z,1,DaveHansenTiger,7703634
123575,24452,2008-10-07T08:45:59Z,2,Speight,7703637
2559899,88771,2009-09-21T18:16:48Z,2,mjn,7703642
481581,7168,2007-09-21T08:51:48Z,1,DaveHansenTiger,7703645
44716200,2601744,2016-12-27T21:27:30Z,4,sctrojan79,7703646
44716200,2601744,2016-12-27T21:27:30Z,3,sctrojan79,7703651
53827080,86565,2017-11-16T02:53:04Z,3,ricomundy,7703655
48289836,2925215,2017-04-30T19:00:25Z,2,houston_mapper1,7703660
52943740,97431,2017-10-15T00:47:51Z,2,Dion Dock,7703714
23870780,671338,2014-07-03T19:12:21Z,3,PDelahanty,7703736
21214804,1110270,2014-03-20T18:22:26Z,2,afdreher,7703776
654809,24452,2009-02-24T07:06:05Z,3,Speight,7703782
481581,7168,2007-09-21T08:54:37Z,1,DaveHansenTiger,7703792
481581,7168,2007-09-21T08:54:38Z,1,DaveHansenTiger,7703794
481581,7168,2007-09-21T08:54:39Z,1,DaveHansenTiger,7703796
45120415,4337895,2017-01-12T23:48:27Z,4,granpueblo,7703804
1121618,24452,2009-05-08T21:29:02Z,4,Speight,7703813
481581,7168,2007-09-21T08:54:46Z,1,DaveHansenTiger,7703814
1121618,24452,2009-05-08T21:32:51Z,2,Speight,7703815
481581,7168,2007-09-21T08:54:47Z,1,DaveHansenTiger,7703818
50062283,1829683,2017-07-05T15:44:14Z,3,Luis36995,7703905
481581,7168,2007-09-21T08:56:14Z,1,DaveHansenTiger,7703906
15634245,47892,2013-04-07T01:16:49Z,2,richlv,7703907
481581,7168,2007-09-21T08:56:16Z,1,DaveHansenTiger,7703910
481581,7168,2007-09-21T08:56:38Z,1,DaveHansenTiger,7703944
6696566,5735,2010-12-18T15:45:24Z,2,ColinMarquardt,7703968
481581,7168,2007-09-21T08:57:12Z,1,DaveHansenTiger,7703985
123575,24452,2008-10-07T07:57:58Z,2,Speight,7703986
481581,7168,2007-09-21T08:57:14Z,1,DaveHansenTiger,7703988
21336844,1110270,2014-03-27T02:25:29Z,4,afdreher,7703990
49744838,5659851,2017-06-22T11:58:24Z,2,marthaleena,7703993
481581,7168,2007-09-21T08:57:19Z,1,DaveHansenTiger,7703994
49744838,5659851,2017-06-22T11:58:24Z,2,marthaleena,7703996
6696566,5735,2010-12-18T15:46:03Z,2,ColinMarquardt,7704030
481581,7168,2007-09-21T08:57:53Z,1,DaveHansenTiger,7704035
481581,7168,2007-09-21T08:57:58Z,1,DaveHansenTiger,7704042
30150776,1836535,2015-04-11T20:04:23Z,6,GITNE,7704052
481581,7168,2007-09-21T08:58:26Z,1,DaveHansenTiger,7704088
18704401,671338,2013-11-03T23:29:48Z,2,PDelahanty,7704096
481581,7168,2007-09-21T08:58:51Z,1,DaveHansenTiger,7704109
481581,7168,2007-09-21T08:59:15Z,1,DaveHansenTiger,7704137
481581,7168,2007-09-21T08:59:22Z,1,DaveHansenTiger,7704142
25968908,436419,2014-10-09T19:55:49Z,2,wvdp,7704143
50187614,363927,2017-07-10T21:29:03Z,2,Brian H Wilson,7704149
481581,7168,2007-09-21T08:59:43Z,1,DaveHansenTiger,7704164
481581,7168,2007-09-21T08:59:45Z,1,DaveHansenTiger,7704167
6696566,5735,2010-12-18T15:55:58Z,2,ColinMarquardt,7704179
52876579,97431,2017-10-13T04:00:23Z,3,Dion Dock,7704182
27082014,115918,2014-11-28T04:49:51Z,2,Timothy Smith,7704205
49662337,5677293,2017-06-19T09:57:45Z,9,bhavana naga,7704224
30148944,1836535,2015-04-11T18:36:10Z,15,GITNE,7704230
481581,7168,2007-09-21T09:00:18Z,1,DaveHansenTiger,7704232
481581,7168,2007-09-21T09:00:24Z,1,DaveHansenTiger,7704241
481581,7168,2007-09-21T09:00:26Z,1,DaveHansenTiger,7704242
481581,7168,2007-09-21T09:00:27Z,1,DaveHansenTiger,7704247
49717559,5677293,2017-06-21T11:08:16Z,2,bhavana naga,7704250
481581,7168,2007-09-21T09:00:58Z,1,DaveHansenTiger,7704284
13547779,153669,2012-10-18T18:09:52Z,2,dchiles,7704293
9509129,289600,2011-10-09T07:28:29Z,2,schmerzbereiter,7704296
9509129,289600,2011-10-09T07:28:29Z,2,schmerzbereiter,7704298
49716110,5677293,2017-06-21T10:08:45Z,2,bhavana naga,7704300
49661048,5677293,2017-06-19T09:01:07Z,2,bhavana naga,7704333
29275930,436419,2015-03-05T20:37:27Z,2,wvdp,7704336
481581,7168,2007-09-21T09:01:57Z,1,DaveHansenTiger,7704353
481581,7168,2007-09-21T09:02:07Z,1,DaveHansenTiger,7704358
481581,7168,2007-09-21T09:02:12Z,1,DaveHansenTiger,7704365
123575,24452,2008-10-07T09:42:24Z,2,Speight,7704384
10489781,414318,2012-01-25T00:17:03Z,3,Munchabunch,7704385
123575,24452,2008-10-07T08:00:59Z,2,Speight,7704418
481581,7168,2007-09-21T09:03:22Z,1,DaveHansenTiger,7704450
8907278,236172,2011-08-03T06:59:36Z,3,saikofish,7704460
22762056,115918,2014-06-05T19:25:16Z,2,Timothy Smith,7704463
12934235,311824,2012-08-31T18:16:49Z,2,Greg222,7704474
481581,7168,2007-09-21T09:04:03Z,1,DaveHansenTiger,7704488
44743806,599469,2016-12-28T23:48:52Z,2,daganzdaanda,7704519
51741637,4972028,2017-09-05T08:40:07Z,3,istvanv_telenav,7704530
21333910,1110270,2014-03-26T21:59:15Z,2,afdreher,7704544
481581,7168,2007-09-21T09:05:20Z,1,DaveHansenTiger,7704545
50064145,595221,2017-07-05T17:13:43Z,2,matthieun,7704610
481581,7168,2007-09-21T09:07:00Z,1,DaveHansenTiger,7704612
49716377,5677293,2017-06-21T10:22:21Z,3,bhavana naga,7704667
49705065,456906,2017-06-20T21:13:44Z,3,MaxWyss,7704669
21214804,1110270,2014-03-20T18:22:27Z,2,afdreher,7704672
481581,7168,2007-09-21T09:08:05Z,1,DaveHansenTiger,7704700
481581,7168,2007-09-21T09:08:15Z,1,DaveHansenTiger,7704727
481581,7168,2007-09-21T09:08:24Z,1,DaveHansenTiger,7704734
481581,7168,2007-09-21T09:08:26Z,1,DaveHansenTiger,7704735
481581,7168,2007-09-21T09:08:26Z,1,DaveHansenTiger,7704736
50061645,1829683,2017-07-05T15:14:03Z,3,Luis36995,7704737
50061645,1829683,2017-07-05T15:14:03Z,2,Luis36995,7704738
25968908,436419,2014-10-09T19:55:49Z,3,wvdp,7704739
49715485,5677293,2017-06-21T09:40:03Z,4,bhavana naga,7704742
481581,7168,2007-09-21T09:08:30Z,1,DaveHansenTiger,7704743
29164588,436419,2015-02-28T20:19:57Z,3,wvdp,7704749
481581,7168,2007-09-21T09:09:12Z,1,DaveHansenTiger,7704795
42226719,933797,2016-09-17T13:06:42Z,3,oba510,7704830
21308576,1110270,2014-03-25T16:59:01Z,5,afdreher,7704846
53827080,86565,2017-11-16T02:53:02Z,3,ricomundy,7704865
49662744,5677293,2017-06-19T10:18:07Z,8,bhavana naga,7704874
123575,24452,2008-10-07T09:08:36Z,2,Speight,7704875
481581,7168,2007-09-21T09:10:13Z,1,DaveHansenTiger,7704879
27296573,115918,2014-12-06T18:44:57Z,2,Timothy Smith,7704880
481581,7168,2007-09-21T09:10:14Z,1,DaveHansenTiger,7704881
27296573,115918,2014-12-06T18:44:58Z,2,Timothy Smith,7704887
481581,7168,2007-09-21T09:10:31Z,1,DaveHansenTiger,7704904
481581,7168,2007-09-21T09:10:33Z,1,DaveHansenTiger,7704913
481581,7168,2007-09-21T09:10:50Z,1,DaveHansenTiger,7704942
123575,24452,2008-10-07T09:25:05Z,2,Speight,7705013
49744757,5659851,2017-06-22T11:55:11Z,3,marthaleena,7705022
481581,7168,2007-09-21T09:11:50Z,1,DaveHansenTiger,7705033
52943740,97431,2017-10-15T00:47:51Z,3,Dion Dock,7705047
52943740,97431,2017-10-15T00:47:51Z,3,Dion Dock,7705053
481581,7168,2007-09-21T09:12:15Z,1,DaveHansenTiger,7705072
481581,7168,2007-09-21T09:12:16Z,1,DaveHansenTiger,7705076
481581,7168,2007-09-21T09:12:40Z,1,DaveHansenTiger,7705105
481581,7168,2007-09-21T09:12:49Z,1,DaveHansenTiger,7705117
25968908,436419,2014-10-09T19:55:48Z,2,wvdp,7705119
25968908,436419,2014-10-09T19:55:49Z,3,wvdp,7705121
481581,7168,2007-09-21T09:12:53Z,1,DaveHansenTiger,7705129
21333910,1110270,2014-03-26T21:59:15Z,2,afdreher,7705183
481581,7168,2007-09-21T09:14:19Z,1,DaveHansenTiger,7705199
481581,7168,2007-09-21T09:14:21Z,1,DaveHansenTiger,7705204
40025501,171516,2016-06-14T19:57:26Z,3,Caboosey,7705210
481581,7168,2007-09-21T09:14:30Z,1,DaveHansenTiger,7705223
654809,24452,2009-02-24T07:06:24Z,3,Speight,7705249
654809,24452,2009-02-24T07:06:32Z,3,Speight,7705252
50062499,1829683,2017-07-05T15:53:15Z,8,Luis36995,7705283
481581,7168,2007-09-21T09:14:58Z,1,DaveHansenTiger,7705285
7151515,24452,2011-02-01T04:21:31Z,9,Speight,7705308
654809,24452,2009-02-24T07:13:54Z,4,Speight,7705312
654809,24452,2009-02-24T07:14:03Z,2,Speight,7705314
481581,7168,2007-09-21T09:15:28Z,1,DaveHansenTiger,7705326
41394635,1519895,2016-08-11T18:11:07Z,3,GwennDragon,7705334
55119777,86565,2018-01-03T06:11:54Z,4,ricomundy,7705349
35299520,47892,2015-11-14T04:03:29Z,3,richlv,7705364
1322047,46789,2009-05-26T04:18:19Z,2,jraller,7705398
540509,24452,2009-02-18T10:50:48Z,3,Speight,7705399
8124187,381909,2011-05-12T17:06:21Z,2,JessAk71,7705411
13538921,207745,2012-10-18T00:54:23Z,7,NE2,7705420
49691799,4647004,2017-06-20T12:16:40Z,4,Bhojaraj,7705422
654809,24452,2009-02-24T07:04:07Z,2,Speight,7705424
49716810,5677293,2017-06-21T10:40:11Z,2,bhavana naga,7705439
49762100,4647004,2017-06-23T06:05:22Z,3,Bhojaraj,7705448
481581,7168,2007-09-21T09:17:32Z,1,DaveHansenTiger,7705451
30150776,1836535,2015-04-11T20:04:25Z,5,GITNE,7705452
481581,7168,2007-09-21T09:17:36Z,1,DaveHansenTiger,7705453
481581,7168,2007-09-21T09:17:39Z,1,DaveHansenTiger,7705456
481581,7168,2007-09-21T09:17:45Z,1,DaveHansenTiger,7705460
29270492,436419,2015-03-05T16:32:06Z,2,wvdp,7705525
481581,7168,2007-09-21T09:18:53Z,1,DaveHansenTiger,7705543
49717635,5677293,2017-06-21T11:11:34Z,2,bhavana naga,7705547
481581,7168,2007-09-21T09:18:59Z,1,DaveHansenTiger,7705548
481581,7168,2007-09-21T09:19:01Z,1,DaveHansenTiger,7705550
481581,7168,2007-09-21T09:19:07Z,1,DaveHansenTiger,7705554
49714983,5677293,2017-06-21T09:18:15Z,2,bhavana naga,7705556
481581,7168,2007-09-21T09:19:11Z,1,DaveHansenTiger,7705558
481581,7168,2007-09-21T09:19:38Z,1,DaveHansenTiger,7705565
481581,7168,2007-09-21T09:21:28Z,1,DaveHansenTiger,7705598
481581,7168,2007-09-21T09:21:40Z,1,DaveHansenTiger,7705604
44433248,135163,2016-12-15T21:18:40Z,3,MikeN,7705609
123575,24452,2008-10-07T07:56:45Z,2,Speight,7705615
26619998,402624,2014-11-07T17:29:35Z,2,bdiscoe,7705616
481581,7168,2007-09-21T09:21:59Z,1,DaveHansenTiger,7705620
481581,7168,2007-09-21T09:22:10Z,1,DaveHansenTiger,7705630
481581,7168,2007-09-21T09:22:10Z,1,DaveHansenTiger,7705631
